geo_level,geo_name,year,state_name,pct_black_alone,pct_homeownership_black_alone,median_home_value_owner_occupied_houses_with_mortages,median_home_value_owner_occupied_houses_without_mortages,quartiles_median_home_value_owner_occupied_houses_with_mortages,quartiles_median_home_value_owner_occupied_houses_without_mortages
county,"Smith County, Kansas",2023,Kansas,0.8,,106800.0,73800.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Northampton County, North Carolina",2023,North Carolina,54.9,67.4,143400.0,77900.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Elliott County, Kentucky",2023,Kentucky,3.0,,151300.0,77900.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Sumter County, Alabama",2023,Alabama,71.2,69.3,95800.0,79300.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Pemiscot County, Missouri",2023,Missouri,24.9,31.4,109200.0,81900.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Wise County, Virginia",2023,Virginia,5.4,48.0,142200.0,90400.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Dewey County, Oklahoma",2023,Oklahoma,0.0,74.7,140800.0,98200.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Logan County, Kansas",2023,Kansas,0.0,,120800.0,100900.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Eastland County, Texas",2023,Texas,2.3,48.9,152200.0,102200.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Colleton County, South Carolina",2023,South Carolina,34.7,67.8,191700.0,103900.0,26-50% of geographies,Bottom 25% of geographies
county,"Acadia Parish, Louisiana",2023,Louisiana,15.7,40.4,211600.0,104900.0,51-75% of geographies,Bottom 25% of geographies
county,"Brunswick County, Virginia",2023,Virginia,53.4,61.4,158500.0,106600.0,26-50% of geographies,Bottom 25% of geographies
county,"Lamar County, Alabama",2023,Alabama,9.3,47.8,117700.0,108500.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Warren County, Mississippi",2023,Mississippi,49.0,56.4,183200.0,108800.0,26-50% of geographies,Bottom 25% of geographies
county,"Randolph County, Arkansas",2023,Arkansas,1.1,60.3,151500.0,109000.0,Bottom 25% of geographies,Bottom 25% of geographies
county,"Uvalde County, Texas",2023,Texas,1.4,0.0,199400.0,110700.0,51-75% of geographies,Bottom 25% of geographies
county,"Montgomery County, New York",2023,New York,3.1,17.3,162900.0,118500.0,26-50% of geographies,26-50% of geographies
county,"Kershaw County, South Carolina",2023,South Carolina,23.4,71.6,223100.0,127600.0,51-75% of geographies,26-50% of geographies
county,"Caldwell County, North Carolina",2023,North Carolina,4.1,51.4,206400.0,131100.0,51-75% of geographies,26-50% of geographies
county,"Wyoming County, New York",2023,New York,3.8,51.3,164100.0,137900.0,26-50% of geographies,26-50% of geographies
county,"Clinton County, New York",2023,New York,3.1,12.5,193200.0,155600.0,26-50% of geographies,26-50% of geographies
county,"Oglethorpe County, Georgia",2023,Georgia,15.9,67.3,230900.0,161200.0,51-75% of geographies,51-75% of geographies
county,"Lyon County, Iowa",2023,Iowa,0.3,0.0,233200.0,187100.0,51-75% of geographies,51-75% of geographies
county,"Saline County, Arkansas",2023,Arkansas,8.4,65.3,220300.0,194500.0,51-75% of geographies,51-75% of geographies
county,"Carbon County, Wyoming",2023,Wyoming,1.3,0.0,221600.0,207400.0,51-75% of geographies,51-75% of geographies
county,"Lavaca County, Texas",2023,Texas,4.0,48.1,240400.0,210900.0,51-75% of geographies,51-75% of geographies
county,"Newton County, Georgia",2023,Georgia,47.4,71.8,240400.0,212000.0,51-75% of geographies,51-75% of geographies
county,"Grant County, Oregon",2023,Oregon,0.1,,216700.0,237100.0,51-75% of geographies,Top 25% of geographies
county,"Grays Harbor County, Washington",2023,Washington,1.6,43.6,306600.0,239200.0,Top 25% of geographies,Top 25% of geographies
county,"Warren County, Kentucky",2023,Kentucky,8.6,31.7,243100.0,241500.0,51-75% of geographies,Top 25% of geographies
county,"Shenandoah County, Virginia",2023,Virginia,2.9,41.4,267600.0,262000.0,51-75% of geographies,Top 25% of geographies
county,"Baldwin County, Alabama",2023,Alabama,8.0,58.4,296400.0,271700.0,Top 25% of geographies,Top 25% of geographies
county,"Twin Falls County, Idaho",2023,Idaho,0.9,0.0,303600.0,274300.0,Top 25% of geographies,Top 25% of geographies
county,"Centre County, Pennsylvania",2023,Pennsylvania,3.3,10.3,330500.0,274900.0,Top 25% of geographies,Top 25% of geographies
county,"Mineral County, Montana",2023,Montana,0.7,100.0,315300.0,309800.0,Top 25% of geographies,Top 25% of geographies
county,"Lincoln County, Maine",2023,Maine,0.5,100.0,295800.0,327600.0,Top 25% of geographies,Top 25% of geographies
county,"Calvert County, Maryland",2023,Maryland,12.2,75.4,443300.0,429800.0,Top 25% of geographies,Top 25% of geographies
county,"Ravalli County, Montana",2023,Montana,0.4,,432500.0,439700.0,Top 25% of geographies,Top 25% of geographies
county,"Monroe County, Florida",2023,Florida,7.4,18.6,734400.0,711300.0,Top 25% of geographies,Top 25% of geographies
zcta,72379,2023,,37.5,100.0,,,,
zcta,38131,2023,,,,,,,
zcta,21705,2023,,75.0,,,,,
zcta,05666,2023,,0.0,,,,,
zcta,45051,2023,,10.0,,,,,
zcta,26884,2023,,0.0,,,,,
zcta,73746,2023,,0.0,,,,,
zcta,69037,2023,,0.0,,,,,
zcta,48627,2023,,0.0,,,,,
zcta,27374,2023,,0.0,,,,,
zcta,73705,2023,,17.4,,,,,
zcta,95559,2023,,,,,,,
zcta,76841,2023,,0.0,,,,,
zcta,99583,2023,,0.0,,,,,
zcta,23909,2023,,10.0,,,,,
zcta,03897,2023,,0.0,,,,,
zcta,58415,2023,,0.0,,,,,
zcta,59276,2023,,0.0,,,,,
zcta,72669,2023,,0.0,,,,,
zcta,14083,2023,,0.0,,,,,
zcta,76311,2023,,16.2,0.0,,,,
zcta,57562,2023,,0.0,,,,,
zcta,32544,2023,,4.2,,,,,
zcta,20667,2023,,0.0,,,,,
zcta,03575,2023,,,,,,,
zcta,48243,2023,,,,,,,
zcta,82229,2023,,0.0,,,,,
zcta,32337,2023,,100.0,100.0,,,,
zcta,25267,2023,,0.0,,,,,
zcta,15075,2023,,0.0,,,,,
zcta,78074,2023,,0.0,,,,,
zcta,99651,2023,,0.0,,,,,
zcta,44850,2023,,0.0,,,,,
zcta,98583,2023,,0.0,,,,,
zcta,38542,2023,,,,,,,
zcta,93741,2023,,0.0,,,,,
zcta,29469,2023,,0.0,,,,,
zcta,24469,2023,,,,,,,
zcta,63934,2023,,0.0,,,,,
zcta,68375,2023,,0.0,,39000.0,,Bottom 25% of geographies,
zcta,74460,2023,,0.5,100.0,79400.0,,Bottom 25% of geographies,
zcta,63744,2023,,0.0,,103600.0,,Bottom 25% of geographies,
zcta,13302,2023,,0.0,,135300.0,,Bottom 25% of geographies,
zcta,53825,2023,,0.0,,156300.0,,Bottom 25% of geographies,
zcta,82644,2023,,0.0,,181800.0,,26-50% of geographies,
zcta,66746,2023,,0.0,,185200.0,,26-50% of geographies,
zcta,15437,2023,,1.6,,230400.0,,26-50% of geographies,
zcta,52354,2023,,0.0,,231300.0,,26-50% of geographies,
zcta,05862,2023,,0.0,,245200.0,,51-75% of geographies,
zcta,72769,2023,,0.0,,245800.0,,51-75% of geographies,
zcta,36752,2023,,31.5,98.0,253100.0,,51-75% of geographies,
zcta,18814,2023,,1.2,100.0,273100.0,,51-75% of geographies,
zcta,21640,2023,,0.0,,283500.0,,51-75% of geographies,
zcta,47531,2023,,0.0,,305000.0,,51-75% of geographies,
zcta,83025,2023,,0.0,,2000001.0,,Top 25% of geographies,
zcta,39152,2023,,8.7,99.9,196900.0,23000.0,26-50% of geographies,Bottom 25% of geographies
zcta,57571,2023,,0.0,,,34200.0,,Bottom 25% of geographies
zcta,48504,2023,,66.1,57.4,76900.0,40000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,62048,2023,,0.8,100.0,79200.0,49900.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,87743,2023,,2.8,100.0,,51600.0,,Bottom 25% of geographies
zcta,15716,2023,,1.0,,,52800.0,,Bottom 25% of geographies
zcta,71432,2023,,0.0,,143200.0,54200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,67524,2023,,1.4,99.0,84200.0,55800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,25812,2023,,0.0,,79900.0,56700.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,26337,2023,,0.0,,181300.0,59200.0,26-50% of geographies,Bottom 25% of geographies
zcta,51431,2023,,0.0,,101800.0,60000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,63866,2023,,37.9,20.4,86700.0,60600.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,51341,2023,,0.0,,,61700.0,,Bottom 25% of geographies
zcta,59521,2023,,0.0,,,65700.0,,Bottom 25% of geographies
zcta,78361,2023,,0.5,,222200.0,67400.0,26-50% of geographies,Bottom 25% of geographies
zcta,79529,2023,,5.6,70.9,64400.0,67800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,47471,2023,,0.0,,159900.0,67800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,61603,2023,,42.9,37.3,78600.0,68300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,64843,2023,,0.0,,150300.0,68800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,26263,2023,,0.0,,77000.0,71600.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,50538,2023,,5.2,55.8,63300.0,72800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,78401,2023,,12.9,0.0,312500.0,73500.0,51-75% of geographies,Bottom 25% of geographies
zcta,68354,2023,,0.5,,116900.0,75900.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,14411,2023,,8.7,40.6,127700.0,78700.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,74572,2023,,0.0,,86800.0,79200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,75148,2023,,10.8,58.0,233000.0,82400.0,51-75% of geographies,Bottom 25% of geographies
zcta,15763,2023,,0.0,,,82500.0,,Bottom 25% of geographies
zcta,74423,2023,,0.4,,126200.0,82700.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,79201,2023,,6.6,0.0,214900.0,84100.0,26-50% of geographies,Bottom 25% of geographies
zcta,39301,2023,,40.0,43.7,150100.0,84700.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,69044,2023,,0.3,,97500.0,85200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,58053,2023,,0.0,,107400.0,85300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,47227,2023,,0.0,,245000.0,85700.0,51-75% of geographies,Bottom 25% of geographies
zcta,75849,2023,,1.3,,,86300.0,,Bottom 25% of geographies
zcta,45808,2023,,0.0,,105500.0,86400.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,74029,2023,,0.2,,176000.0,87100.0,26-50% of geographies,Bottom 25% of geographies
zcta,72057,2023,,0.0,,182600.0,88000.0,26-50% of geographies,Bottom 25% of geographies
zcta,12934,2023,,5.8,,153700.0,88100.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,32096,2023,,20.6,74.7,115700.0,89100.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,49056,2023,,2.8,99.6,171700.0,89100.0,26-50% of geographies,Bottom 25% of geographies
zcta,47381,2023,,0.0,,127500.0,90000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,46702,2023,,0.0,,160700.0,90200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,61956,2023,,0.0,,132000.0,92800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,66605,2023,,13.7,41.2,184000.0,92900.0,26-50% of geographies,Bottom 25% of geographies
zcta,99553,2023,,15.5,,,94300.0,,Bottom 25% of geographies
zcta,43408,2023,,0.5,,134400.0,95000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,48089,2023,,31.4,29.6,140300.0,95300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,88124,2023,,0.0,,223900.0,95500.0,26-50% of geographies,Bottom 25% of geographies
zcta,67526,2023,,0.0,,113400.0,98500.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,71456,2023,,41.5,64.9,282500.0,98800.0,51-75% of geographies,Bottom 25% of geographies
zcta,71417,2023,,30.0,63.6,114500.0,99700.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,14846,2023,,0.5,,167000.0,100900.0,26-50% of geographies,Bottom 25% of geographies
zcta,61368,2023,,0.0,,147900.0,101200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,73018,2023,,5.4,31.3,139900.0,103300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,67901,2023,,2.8,15.3,159100.0,104900.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,45880,2023,,0.0,,136700.0,105000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,04765,2023,,0.0,,153800.0,105200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,62899,2023,,0.0,,150000.0,105300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,50586,2023,,0.0,,110700.0,106300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,75973,2023,,15.9,80.1,144700.0,107400.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,16411,2023,,0.0,,168900.0,108300.0,26-50% of geographies,Bottom 25% of geographies
zcta,18706,2023,,3.6,10.7,133000.0,108800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,68061,2023,,0.1,,147000.0,109000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,38828,2023,,12.3,58.4,149600.0,110200.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,31017,2023,,11.2,85.5,,110500.0,,Bottom 25% of geographies
zcta,73047,2023,,4.5,99.0,176900.0,111700.0,26-50% of geographies,Bottom 25% of geographies
zcta,38337,2023,,10.6,62.6,237500.0,111800.0,51-75% of geographies,Bottom 25% of geographies
zcta,48476,2023,,0.0,,132900.0,114100.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,63530,2023,,3.4,0.0,127900.0,114300.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,47714,2023,,17.4,23.0,130200.0,114800.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,28504,2023,,32.8,48.7,140200.0,115000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,55705,2023,,0.0,,152400.0,115500.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,56097,2023,,0.8,0.0,121000.0,115600.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,75657,2023,,22.0,62.5,131700.0,116000.0,Bottom 25% of geographies,Bottom 25% of geographies
zcta,59323,2023,,0.0,,220200.0,116300.0,26-50% of geographies,Bottom 25% of geographies
zcta,59201,2023,,0.0,,176900.0,117200.0,26-50% of geographies,Bottom 25% of geographies
zcta,62634,2023,,0.1,,192600.0,118300.0,26-50% of geographies,26-50% of geographies
zcta,49776,2023,,0.4,,129800.0,118800.0,Bottom 25% of geographies,26-50% of geographies
zcta,33844,2023,,18.4,66.5,271400.0,119900.0,51-75% of geographies,26-50% of geographies
zcta,39046,2023,,63.3,49.6,230200.0,121000.0,26-50% of geographies,26-50% of geographies
zcta,37879,2023,,0.2,38.2,155900.0,121100.0,Bottom 25% of geographies,26-50% of geographies
zcta,60957,2023,,0.5,,122300.0,121900.0,Bottom 25% of geographies,26-50% of geographies
zcta,62363,2023,,0.8,,113600.0,122000.0,Bottom 25% of geographies,26-50% of geographies
zcta,59254,2023,,0.0,,162200.0,122600.0,Bottom 25% of geographies,26-50% of geographies
zcta,38603,2023,,24.0,79.7,135300.0,123100.0,Bottom 25% of geographies,26-50% of geographies
zcta,34690,2023,,6.0,49.1,171000.0,123500.0,26-50% of geographies,26-50% of geographies
zcta,16836,2023,,0.0,,118400.0,125000.0,Bottom 25% of geographies,26-50% of geographies
zcta,37766,2023,,0.1,,182800.0,125300.0,26-50% of geographies,26-50% of geographies
zcta,77879,2023,,14.0,61.6,181600.0,130600.0,26-50% of geographies,26-50% of geographies
zcta,74369,2023,,1.0,0.0,145000.0,132000.0,Bottom 25% of geographies,26-50% of geographies
zcta,48202,2023,,60.4,28.4,270500.0,132500.0,51-75% of geographies,26-50% of geographies
zcta,60456,2023,,0.7,100.0,165500.0,134400.0,26-50% of geographies,26-50% of geographies
zcta,57001,2023,,0.3,,173400.0,135200.0,26-50% of geographies,26-50% of geographies
zcta,06706,2023,,25.6,36.5,183500.0,135700.0,26-50% of geographies,26-50% of geographies
zcta,18822,2023,,0.1,,193500.0,136100.0,26-50% of geographies,26-50% of geographies
zcta,44817,2023,,0.2,,169300.0,138500.0,26-50% of geographies,26-50% of geographies
zcta,52624,2023,,0.0,,195700.0,140000.0,26-50% of geographies,26-50% of geographies
zcta,13480,2023,,0.1,,180200.0,140400.0,26-50% of geographies,26-50% of geographies
zcta,27011,2023,,2.5,31.7,166800.0,143200.0,26-50% of geographies,26-50% of geographies
zcta,47711,2023,,8.0,32.3,162000.0,144000.0,Bottom 25% of geographies,26-50% of geographies
zcta,04481,2023,,0.0,,223500.0,144600.0,26-50% of geographies,26-50% of geographies
zcta,38201,2023,,9.7,29.3,165300.0,146200.0,26-50% of geographies,26-50% of geographies
zcta,50130,2023,,0.0,,140600.0,146800.0,Bottom 25% of geographies,26-50% of geographies
zcta,18643,2023,,2.7,55.6,164500.0,149100.0,26-50% of geographies,26-50% of geographies
zcta,55072,2023,,7.5,100.0,197600.0,150000.0,26-50% of geographies,26-50% of geographies
zcta,86333,2023,,0.9,100.0,212800.0,150600.0,26-50% of geographies,26-50% of geographies
zcta,29172,2023,,28.9,65.3,186300.0,150900.0,26-50% of geographies,26-50% of geographies
zcta,63769,2023,,0.0,,239400.0,152500.0,51-75% of geographies,26-50% of geographies
zcta,97875,2023,,0.0,,220000.0,155900.0,26-50% of geographies,26-50% of geographies
zcta,52175,2023,,0.4,,170900.0,156300.0,26-50% of geographies,26-50% of geographies
zcta,76106,2023,,8.8,23.8,196000.0,158800.0,26-50% of geographies,26-50% of geographies
zcta,68503,2023,,11.7,10.8,157900.0,160900.0,Bottom 25% of geographies,26-50% of geographies
zcta,05822,2023,,2.3,27.1,214400.0,161200.0,26-50% of geographies,26-50% of geographies
zcta,57218,2023,,0.4,,244400.0,162500.0,51-75% of geographies,26-50% of geographies
zcta,78041,2023,,0.5,,290000.0,162500.0,51-75% of geographies,26-50% of geographies
zcta,56045,2023,,0.0,,145200.0,163600.0,Bottom 25% of geographies,26-50% of geographies
zcta,73852,2023,,0.2,,177300.0,164200.0,26-50% of geographies,26-50% of geographies
zcta,67447,2023,,0.3,,143800.0,164800.0,Bottom 25% of geographies,26-50% of geographies
zcta,24102,2023,,1.3,100.0,252100.0,165100.0,51-75% of geographies,26-50% of geographies
zcta,47274,2023,,1.5,36.7,199600.0,165300.0,26-50% of geographies,26-50% of geographies
zcta,35456,2023,,19.1,95.0,140200.0,166000.0,Bottom 25% of geographies,26-50% of geographies
zcta,74804,2023,,4.0,34.7,212900.0,168800.0,26-50% of geographies,26-50% of geographies
zcta,47106,2023,,0.6,100.0,210600.0,169800.0,26-50% of geographies,26-50% of geographies
zcta,74432,2023,,2.0,63.5,178800.0,170700.0,26-50% of geographies,26-50% of geographies
zcta,35040,2023,,29.7,67.5,216300.0,172600.0,26-50% of geographies,26-50% of geographies
zcta,97869,2023,,0.0,,190900.0,174300.0,26-50% of geographies,26-50% of geographies
zcta,17963,2023,,0.3,0.0,239000.0,175700.0,51-75% of geographies,26-50% of geographies
zcta,49644,2023,,0.4,,180700.0,176400.0,26-50% of geographies,26-50% of geographies
zcta,43078,2023,,2.7,21.1,176000.0,176700.0,26-50% of geographies,26-50% of geographies
zcta,55603,2023,,0.0,,323800.0,176700.0,51-75% of geographies,26-50% of geographies
zcta,13309,2023,,0.6,100.0,220800.0,178700.0,26-50% of geographies,26-50% of geographies
zcta,23030,2023,,40.7,82.4,282200.0,179200.0,51-75% of geographies,26-50% of geographies
zcta,28539,2023,,6.2,60.7,221500.0,180300.0,26-50% of geographies,26-50% of geographies
zcta,14502,2023,,1.3,83.4,236900.0,180500.0,51-75% of geographies,26-50% of geographies
zcta,33760,2023,,16.8,11.6,299200.0,180800.0,51-75% of geographies,26-50% of geographies
zcta,81141,2023,,0.0,,155800.0,181000.0,Bottom 25% of geographies,26-50% of geographies
zcta,44695,2023,,0.8,,192700.0,181300.0,26-50% of geographies,26-50% of geographies
zcta,60087,2023,,15.0,40.2,190400.0,181800.0,26-50% of geographies,26-50% of geographies
zcta,37743,2023,,1.8,61.5,213600.0,181800.0,26-50% of geographies,26-50% of geographies
zcta,53039,2023,,2.4,,227500.0,183000.0,26-50% of geographies,26-50% of geographies
zcta,58830,2023,,0.0,,,184400.0,,26-50% of geographies
zcta,03774,2023,,0.2,,198300.0,185900.0,26-50% of geographies,26-50% of geographies
zcta,43944,2023,,1.4,,153900.0,186500.0,Bottom 25% of geographies,26-50% of geographies
zcta,52316,2023,,0.0,,140700.0,188100.0,Bottom 25% of geographies,26-50% of geographies
zcta,87123,2023,,3.2,47.9,250100.0,189200.0,51-75% of geographies,26-50% of geographies
zcta,60449,2023,,28.9,96.2,304800.0,190400.0,51-75% of geographies,26-50% of geographies
zcta,70454,2023,,16.3,80.1,234400.0,191300.0,51-75% of geographies,26-50% of geographies
zcta,93261,2023,,0.0,,219200.0,192000.0,26-50% of geographies,26-50% of geographies
zcta,16631,2023,,0.0,,,193800.0,,51-75% of geographies
zcta,50630,2023,,0.0,,200000.0,194400.0,26-50% of geographies,51-75% of geographies
zcta,46382,2023,,0.0,,160000.0,194500.0,Bottom 25% of geographies,51-75% of geographies
zcta,54140,2023,,1.0,10.2,207700.0,196400.0,26-50% of geographies,51-75% of geographies
zcta,31904,2023,,28.8,29.2,230700.0,197100.0,26-50% of geographies,51-75% of geographies
zcta,65613,2023,,1.3,,193900.0,199400.0,26-50% of geographies,51-75% of geographies
zcta,52644,2023,,0.0,,112500.0,200000.0,Bottom 25% of geographies,51-75% of geographies
zcta,45681,2023,,0.0,,117000.0,204400.0,Bottom 25% of geographies,51-75% of geographies
zcta,21874,2023,,2.3,76.4,235200.0,204400.0,51-75% of geographies,51-75% of geographies
zcta,05829,2023,,0.0,,224400.0,205100.0,26-50% of geographies,51-75% of geographies
zcta,43754,2023,,0.1,,124300.0,208100.0,Bottom 25% of geographies,51-75% of geographies
zcta,48131,2023,,0.3,,258800.0,208500.0,51-75% of geographies,51-75% of geographies
zcta,03445,2023,,0.0,,210400.0,211100.0,26-50% of geographies,51-75% of geographies
zcta,96123,2023,,6.5,100.0,,212500.0,,51-75% of geographies
zcta,53546,2023,,1.0,36.5,223700.0,214800.0,26-50% of geographies,51-75% of geographies
zcta,05851,2023,,1.4,83.3,225600.0,215000.0,26-50% of geographies,51-75% of geographies
zcta,79423,2023,,4.4,36.0,225800.0,215700.0,26-50% of geographies,51-75% of geographies
zcta,99169,2023,,1.4,94.7,198200.0,218100.0,26-50% of geographies,51-75% of geographies
zcta,77993,2023,,0.0,,,221100.0,,51-75% of geographies
zcta,99610,2023,,0.0,,351000.0,222200.0,51-75% of geographies,51-75% of geographies
zcta,56342,2023,,0.1,,238400.0,224200.0,51-75% of geographies,51-75% of geographies
zcta,77598,2023,,14.3,13.0,229600.0,226100.0,26-50% of geographies,51-75% of geographies
zcta,04761,2023,,2.1,,265900.0,229200.0,51-75% of geographies,51-75% of geographies
zcta,76872,2023,,0.0,,103800.0,231300.0,Bottom 25% of geographies,51-75% of geographies
zcta,85354,2023,,0.5,98.9,288600.0,231500.0,51-75% of geographies,51-75% of geographies
zcta,48439,2023,,11.5,56.8,258900.0,232400.0,51-75% of geographies,51-75% of geographies
zcta,73150,2023,,2.7,99.4,322200.0,233200.0,51-75% of geographies,51-75% of geographies
zcta,29642,2023,,7.1,69.8,289700.0,233300.0,51-75% of geographies,51-75% of geographies
zcta,56037,2023,,0.3,,241900.0,233600.0,51-75% of geographies,51-75% of geographies
zcta,58576,2023,,0.7,0.0,157100.0,234400.0,Bottom 25% of geographies,51-75% of geographies
zcta,33711,2023,,45.3,66.4,283300.0,236000.0,51-75% of geographies,51-75% of geographies
zcta,12815,2023,,0.0,,231000.0,236300.0,26-50% of geographies,51-75% of geographies
zcta,54871,2023,,0.5,40.4,199800.0,237100.0,26-50% of geographies,51-75% of geographies
zcta,49220,2023,,0.0,,193900.0,237200.0,26-50% of geographies,51-75% of geographies
zcta,87110,2023,,3.6,25.2,260700.0,239000.0,51-75% of geographies,51-75% of geographies
zcta,38133,2023,,28.7,44.3,232800.0,239600.0,51-75% of geographies,51-75% of geographies
zcta,66618,2023,,0.8,100.0,242300.0,241000.0,51-75% of geographies,51-75% of geographies
zcta,52253,2023,,0.0,,214400.0,242900.0,26-50% of geographies,51-75% of geographies
zcta,75459,2023,,4.6,100.0,251200.0,242900.0,51-75% of geographies,51-75% of geographies
zcta,27541,2023,,12.1,100.0,235600.0,243500.0,51-75% of geographies,51-75% of geographies
zcta,74722,2023,,1.4,,,243800.0,,51-75% of geographies
zcta,83651,2023,,0.3,55.3,332500.0,244700.0,51-75% of geographies,51-75% of geographies
zcta,70070,2023,,18.2,66.4,285300.0,245900.0,51-75% of geographies,51-75% of geographies
zcta,18708,2023,,2.3,0.0,246900.0,247000.0,51-75% of geographies,51-75% of geographies
zcta,19033,2023,,2.2,41.6,269900.0,248200.0,51-75% of geographies,51-75% of geographies
zcta,59868,2023,,0.0,,386500.0,250000.0,Top 25% of geographies,51-75% of geographies
zcta,77445,2023,,31.8,23.6,338600.0,251700.0,51-75% of geographies,51-75% of geographies
zcta,77505,2023,,2.7,25.7,296000.0,255100.0,51-75% of geographies,51-75% of geographies
zcta,23084,2023,,29.0,76.2,266300.0,255700.0,51-75% of geographies,51-75% of geographies
zcta,30008,2023,,38.9,52.2,274800.0,256700.0,51-75% of geographies,51-75% of geographies
zcta,48189,2023,,1.8,15.9,296300.0,261600.0,51-75% of geographies,51-75% of geographies
zcta,85303,2023,,9.1,35.7,294500.0,262700.0,51-75% of geographies,51-75% of geographies
zcta,58781,2023,,0.3,,263200.0,263200.0,51-75% of geographies,51-75% of geographies
zcta,55371,2023,,0.2,,314900.0,265200.0,51-75% of geographies,51-75% of geographies
zcta,28694,2023,,1.9,,218600.0,273300.0,26-50% of geographies,51-75% of geographies
zcta,53129,2023,,1.6,0.0,297100.0,275100.0,51-75% of geographies,51-75% of geographies
zcta,17532,2023,,0.5,,338500.0,279400.0,51-75% of geographies,51-75% of geographies
zcta,53955,2023,,1.7,,285100.0,285000.0,51-75% of geographies,51-75% of geographies
zcta,04061,2023,,0.0,,218300.0,285300.0,26-50% of geographies,51-75% of geographies
zcta,32771,2023,,24.5,56.2,345400.0,291000.0,51-75% of geographies,51-75% of geographies
zcta,35186,2023,,6.0,3.8,287700.0,291100.0,51-75% of geographies,51-75% of geographies
zcta,53146,2023,,2.5,,331900.0,294000.0,51-75% of geographies,51-75% of geographies
zcta,25442,2023,,0.3,100.0,363800.0,308100.0,Top 25% of geographies,51-75% of geographies
zcta,19363,2023,,4.1,49.8,353100.0,308900.0,51-75% of geographies,51-75% of geographies
zcta,02909,2023,,14.7,30.1,278500.0,315100.0,51-75% of geographies,51-75% of geographies
zcta,33955,2023,,2.1,91.0,337800.0,315600.0,51-75% of geographies,51-75% of geographies
zcta,08035,2023,,1.4,0.0,369300.0,315600.0,Top 25% of geographies,51-75% of geographies
zcta,88411,2023,,0.0,,320800.0,316700.0,51-75% of geographies,51-75% of geographies
zcta,01075,2023,,1.4,12.8,326400.0,321900.0,51-75% of geographies,Top 25% of geographies
